Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
0,38,56,6,0.38,0.56,0.06
1000,25,70,5,0.25,0.7,0.05
2000,36,62,2,0.36,0.62,0.02
3000,35,61,4,0.35,0.61,0.04
4000,43,52,5,0.43,0.52,0.05
5000,30,67,3,0.3,0.67,0.03
6000,28,69,3,0.28,0.69,0.03
7000,41,53,6,0.41,0.53,0.06
8000,34,66,0,0.34,0.66,0.0
9000,34,64,2,0.34,0.64,0.02
10000,29,62,9,0.29,0.62,0.09
11000,24,76,0,0.24,0.76,0.0
