Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
0,12,83,5,0.12,0.83,0.05
100,17,80,3,0.17,0.8,0.03
200,10,87,3,0.1,0.87,0.03
300,20,78,2,0.2,0.78,0.02
400,11,87,2,0.11,0.87,0.02
500,11,88,1,0.11,0.88,0.01
600,16,82,2,0.16,0.82,0.02
700,9,90,1,0.09,0.9,0.01
800,18,77,5,0.18,0.77,0.05
900,14,85,1,0.14,0.85,0.01
1000,9,88,3,0.09,0.88,0.03
1100,9,89,2,0.09,0.89,0.02
1200,10,87,3,0.1,0.87,0.03
1300,13,85,2,0.13,0.85,0.02
1400,19,78,3,0.19,0.78,0.03
1500,9,88,3,0.09,0.88,0.03
1600,10,87,3,0.1,0.87,0.03
1700,9,90,1,0.09,0.9,0.01
1800,14,83,3,0.14,0.83,0.03
1900,10,85,5,0.1,0.85,0.05
2000,9,88,3,0.09,0.88,0.03
2100,8,89,3,0.08,0.89,0.03
2200,11,85,4,0.11,0.85,0.04
2300,8,91,1,0.08,0.91,0.01
2400,17,81,2,0.17,0.81,0.02
2500,12,84,4,0.12,0.84,0.04
2600,18,79,3,0.18,0.79,0.03
2700,11,87,2,0.11,0.87,0.02
2800,13,85,2,0.13,0.85,0.02
2900,17,80,3,0.17,0.8,0.03
3000,9,83,8,0.09,0.83,0.08
3100,21,76,3,0.21,0.76,0.03
3200,14,82,4,0.14,0.82,0.04
3300,14,84,2,0.14,0.84,0.02
3400,12,88,0,0.12,0.88,0.0
3500,8,90,2,0.08,0.9,0.02
3600,11,87,2,0.11,0.87,0.02
3700,10,88,2,0.1,0.88,0.02
3800,15,85,0,0.15,0.85,0.0
3900,10,88,2,0.1,0.88,0.02
4000,9,91,0,0.09,0.91,0.0
4100,10,86,4,0.1,0.86,0.04
4200,8,91,1,0.08,0.91,0.01
4300,11,88,1,0.11,0.88,0.01
4400,15,81,4,0.15,0.81,0.04
4500,13,86,1,0.13,0.86,0.01
4600,13,84,3,0.13,0.84,0.03
4700,12,87,1,0.12,0.87,0.01
