Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
0,42,54,4,0.42,0.54,0.04
100,48,44,8,0.48,0.44,0.08
200,42,52,6,0.42,0.52,0.06
300,40,57,3,0.4,0.57,0.03
400,38,57,5,0.38,0.57,0.05
500,31,66,3,0.31,0.66,0.03
600,39,57,4,0.39,0.57,0.04
700,36,61,3,0.36,0.61,0.03
800,32,60,8,0.32,0.6,0.08
900,29,69,2,0.29,0.69,0.02
1000,29,69,2,0.29,0.69,0.02
1100,28,71,1,0.28,0.71,0.01
1200,36,62,2,0.36,0.62,0.02
1300,34,64,2,0.34,0.64,0.02
1400,31,64,5,0.31,0.64,0.05
1500,26,69,5,0.26,0.69,0.05
1600,40,56,4,0.4,0.56,0.04
1700,30,67,3,0.3,0.67,0.03
1800,30,64,6,0.3,0.64,0.06
1900,28,69,3,0.28,0.69,0.03
2000,36,61,3,0.36,0.61,0.03
2100,24,72,4,0.24,0.72,0.04
2200,23,74,3,0.23,0.74,0.03
2300,37,59,4,0.37,0.59,0.04
2400,45,49,6,0.45,0.49,0.06
2500,35,62,3,0.35,0.62,0.03
2600,40,59,1,0.4,0.59,0.01
2700,36,60,4,0.36,0.6,0.04
2800,47,50,3,0.47,0.5,0.03
2900,49,49,2,0.49,0.49,0.02
3000,44,53,3,0.44,0.53,0.03
3100,47,48,5,0.47,0.48,0.05
3200,43,55,2,0.43,0.55,0.02
3300,53,44,3,0.53,0.44,0.03
3400,41,56,3,0.41,0.56,0.03
3500,45,52,3,0.45,0.52,0.03
3600,39,57,4,0.39,0.57,0.04
3700,39,57,4,0.39,0.57,0.04
3800,51,47,2,0.51,0.47,0.02
3900,35,62,3,0.35,0.62,0.03
4000,40,57,3,0.4,0.57,0.03
4100,47,47,6,0.47,0.47,0.06
4200,42,52,6,0.42,0.52,0.06
4300,26,71,3,0.26,0.71,0.03
4400,31,62,7,0.31,0.62,0.07
4500,37,61,2,0.37,0.61,0.02
4600,41,54,5,0.41,0.54,0.05
4700,50,49,1,0.5,0.49,0.01
4800,47,44,9,0.47,0.44,0.09
4900,44,47,9,0.44,0.47,0.09
5000,29,68,3,0.29,0.68,0.03
5100,44,53,3,0.44,0.53,0.03
5200,41,55,4,0.41,0.55,0.04
5300,34,64,2,0.34,0.64,0.02
5400,49,47,4,0.49,0.47,0.04
5500,45,51,4,0.45,0.51,0.04
5600,39,58,3,0.39,0.58,0.03
5700,36,61,3,0.36,0.61,0.03
5800,36,59,5,0.36,0.59,0.05
5900,54,42,4,0.54,0.42,0.04
6000,33,65,2,0.33,0.65,0.02
