Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
22600,42,51,7,0.42,0.51,0.07
22700,42,56,2,0.42,0.56,0.02
22800,42,49,9,0.42,0.49,0.09
22900,40,57,3,0.4,0.57,0.03
23000,42,54,4,0.42,0.54,0.04
23100,34,62,4,0.34,0.62,0.04
23200,44,50,6,0.44,0.5,0.06
23300,47,51,2,0.47,0.51,0.02
23400,47,46,7,0.47,0.46,0.07
23500,46,54,0,0.46,0.54,0.0
23600,46,52,2,0.46,0.52,0.02
23700,53,42,5,0.53,0.42,0.05
23800,45,53,2,0.45,0.53,0.02
23900,46,52,2,0.46,0.52,0.02
24000,48,49,3,0.48,0.49,0.03
24100,41,52,7,0.41,0.52,0.07
24200,43,52,5,0.43,0.52,0.05
24300,56,41,3,0.56,0.41,0.03
24400,50,48,2,0.5,0.48,0.02
24500,37,55,8,0.37,0.55,0.08
24600,46,45,9,0.46,0.45,0.09
24700,44,55,1,0.44,0.55,0.01
24800,45,53,2,0.45,0.53,0.02
24900,44,53,3,0.44,0.53,0.03
25000,45,55,0,0.45,0.55,0.0
25100,50,44,6,0.5,0.44,0.06
25200,33,62,5,0.33,0.62,0.05
25300,36,62,2,0.36,0.62,0.02
25400,45,51,4,0.45,0.51,0.04
25500,53,47,0,0.53,0.47,0.0
25600,30,68,2,0.3,0.68,0.02
25700,47,49,4,0.47,0.49,0.04
25800,47,51,2,0.47,0.51,0.02
25900,52,46,2,0.52,0.46,0.02
26000,50,46,4,0.5,0.46,0.04
26100,47,51,2,0.47,0.51,0.02
26200,47,48,5,0.47,0.48,0.05
26300,51,43,6,0.51,0.43,0.06
26400,26,72,2,0.26,0.72,0.02
26500,45,49,6,0.45,0.49,0.06
26600,40,58,2,0.4,0.58,0.02
26700,40,56,4,0.4,0.56,0.04
26800,44,52,4,0.44,0.52,0.04
26900,48,47,5,0.48,0.47,0.05
27000,36,60,4,0.36,0.6,0.04
27100,50,46,4,0.5,0.46,0.04
27200,47,50,3,0.47,0.5,0.03
27300,45,53,2,0.45,0.53,0.02
27400,35,59,6,0.35,0.59,0.06
27500,53,43,4,0.53,0.43,0.04
27600,51,48,1,0.51,0.48,0.01
27700,42,49,9,0.42,0.49,0.09
27800,46,47,7,0.46,0.47,0.07
27900,50,44,6,0.5,0.44,0.06
28000,50,49,1,0.5,0.49,0.01
28100,43,55,2,0.43,0.55,0.02
28200,46,51,3,0.46,0.51,0.03
28300,40,56,4,0.4,0.56,0.04
28400,46,48,6,0.46,0.48,0.06
28500,46,49,5,0.46,0.49,0.05
28600,48,48,4,0.48,0.48,0.04
28700,49,46,5,0.49,0.46,0.05
28800,37,61,2,0.37,0.61,0.02
28900,45,55,0,0.45,0.55,0.0
29000,44,54,2,0.44,0.54,0.02
29100,50,47,3,0.5,0.47,0.03
29200,44,55,1,0.44,0.55,0.01
29300,42,55,3,0.42,0.55,0.03
29400,48,49,3,0.48,0.49,0.03
29500,49,50,1,0.49,0.5,0.01
29600,51,48,1,0.51,0.48,0.01
29700,44,54,2,0.44,0.54,0.02
29800,44,52,4,0.44,0.52,0.04
29900,49,46,5,0.49,0.46,0.05
30000,51,47,2,0.51,0.47,0.02
30100,55,42,3,0.55,0.42,0.03
30200,39,59,2,0.39,0.59,0.02
30300,32,62,6,0.32,0.62,0.06
30400,49,48,3,0.49,0.48,0.03
30500,46,52,2,0.46,0.52,0.02
30600,40,55,5,0.4,0.55,0.05
30700,30,69,1,0.3,0.69,0.01
30800,40,59,1,0.4,0.59,0.01
30900,41,58,1,0.41,0.58,0.01
31000,41,57,2,0.41,0.57,0.02
31100,51,46,3,0.51,0.46,0.03
31200,34,59,7,0.34,0.59,0.07
31300,44,53,3,0.44,0.53,0.03
31400,44,56,0,0.44,0.56,0.0
31500,34,64,2,0.34,0.64,0.02
31600,43,54,3,0.43,0.54,0.03
31700,47,49,4,0.47,0.49,0.04
31800,38,57,5,0.38,0.57,0.05
31900,35,59,6,0.35,0.59,0.06
32000,47,49,4,0.47,0.49,0.04
32100,38,56,6,0.38,0.56,0.06
32200,53,42,5,0.53,0.42,0.05
32300,43,54,3,0.43,0.54,0.03
32400,59,39,2,0.59,0.39,0.02
32500,38,58,4,0.38,0.58,0.04
32600,43,54,3,0.43,0.54,0.03
32700,51,48,1,0.51,0.48,0.01
32800,42,57,1,0.42,0.57,0.01
32900,52,46,2,0.52,0.46,0.02
33000,40,55,5,0.4,0.55,0.05
33100,44,52,4,0.44,0.52,0.04
33200,43,49,8,0.43,0.49,0.08
33300,53,45,2,0.53,0.45,0.02
33400,43,53,4,0.43,0.53,0.04
33500,46,51,3,0.46,0.51,0.03
33600,52,43,5,0.52,0.43,0.05
33700,46,54,0,0.46,0.54,0.0
33800,53,45,2,0.53,0.45,0.02
33900,53,45,2,0.53,0.45,0.02
34000,42,55,3,0.42,0.55,0.03
34100,43,55,2,0.43,0.55,0.02
34200,36,61,3,0.36,0.61,0.03
34300,48,48,4,0.48,0.48,0.04
34400,42,54,4,0.42,0.54,0.04
34500,51,45,4,0.51,0.45,0.04
34600,44,54,2,0.44,0.54,0.02
34700,44,52,4,0.44,0.52,0.04
34800,54,40,6,0.54,0.4,0.06
34900,42,53,5,0.42,0.53,0.05
35000,46,52,2,0.46,0.52,0.02
35100,55,43,2,0.55,0.43,0.02
35200,51,44,5,0.51,0.44,0.05
35300,55,37,8,0.55,0.37,0.08
35400,40,59,1,0.4,0.59,0.01
35500,45,52,3,0.45,0.52,0.03
35600,43,55,2,0.43,0.55,0.02
35700,51,48,1,0.51,0.48,0.01
35800,41,54,5,0.41,0.54,0.05
35900,50,48,2,0.5,0.48,0.02
36000,55,42,3,0.55,0.42,0.03
36100,47,49,4,0.47,0.49,0.04
36200,46,50,4,0.46,0.5,0.04
36300,38,58,4,0.38,0.58,0.04
36400,39,58,3,0.39,0.58,0.03
36500,52,46,2,0.52,0.46,0.02
36600,46,51,3,0.46,0.51,0.03
36700,35,62,3,0.35,0.62,0.03
36800,46,51,3,0.46,0.51,0.03
36900,48,48,4,0.48,0.48,0.04
37000,52,43,5,0.52,0.43,0.05
37100,43,54,3,0.43,0.54,0.03
37200,42,53,5,0.42,0.53,0.05
37300,42,56,2,0.42,0.56,0.02
37400,43,53,4,0.43,0.53,0.04
37500,38,61,1,0.38,0.61,0.01
37600,43,55,2,0.43,0.55,0.02
37700,46,51,3,0.46,0.51,0.03
37800,43,56,1,0.43,0.56,0.01
37900,34,63,3,0.34,0.63,0.03
38000,39,53,8,0.39,0.53,0.08
38100,35,62,3,0.35,0.62,0.03
38200,42,56,2,0.42,0.56,0.02
38300,37,57,6,0.37,0.57,0.06
38400,47,48,5,0.47,0.48,0.05
38500,54,44,2,0.54,0.44,0.02
38600,43,55,2,0.43,0.55,0.02
38700,36,60,4,0.36,0.6,0.04
38800,42,54,4,0.42,0.54,0.04
38900,43,52,5,0.43,0.52,0.05
39000,36,62,2,0.36,0.62,0.02
39100,39,52,9,0.39,0.52,0.09
39200,42,52,6,0.42,0.52,0.06
39300,46,51,3,0.46,0.51,0.03
39400,34,61,5,0.34,0.61,0.05
39500,42,52,6,0.42,0.52,0.06
39600,50,48,2,0.5,0.48,0.02
39700,48,51,1,0.48,0.51,0.01
39800,38,59,3,0.38,0.59,0.03
39900,39,58,3,0.39,0.58,0.03
40000,45,54,1,0.45,0.54,0.01
40100,44,54,2,0.44,0.54,0.02
40200,49,48,3,0.49,0.48,0.03
40300,50,45,5,0.5,0.45,0.05
40400,39,57,4,0.39,0.57,0.04
40500,44,51,5,0.44,0.51,0.05
40600,40,57,3,0.4,0.57,0.03
40700,42,56,2,0.42,0.56,0.02
40800,50,46,4,0.5,0.46,0.04
40900,48,47,5,0.48,0.47,0.05
41000,45,52,3,0.45,0.52,0.03
41100,44,52,4,0.44,0.52,0.04
41200,35,62,3,0.35,0.62,0.03
41300,47,49,4,0.47,0.49,0.04
41400,48,47,5,0.48,0.47,0.05
41500,51,44,5,0.51,0.44,0.05
41600,51,45,4,0.51,0.45,0.04
41700,46,48,6,0.46,0.48,0.06
41800,46,52,2,0.46,0.52,0.02
41900,46,49,5,0.46,0.49,0.05
42000,46,52,2,0.46,0.52,0.02
42100,51,47,2,0.51,0.47,0.02
42200,41,55,4,0.41,0.55,0.04
42300,43,49,8,0.43,0.49,0.08
42400,50,47,3,0.5,0.47,0.03
42500,39,58,3,0.39,0.58,0.03
42600,46,50,4,0.46,0.5,0.04
42700,46,54,0,0.46,0.54,0.0
42800,38,58,4,0.38,0.58,0.04
42900,37,57,6,0.37,0.57,0.06
43000,45,51,4,0.45,0.51,0.04
43100,46,52,2,0.46,0.52,0.02
43200,48,51,1,0.48,0.51,0.01
43300,42,53,5,0.42,0.53,0.05
43400,38,58,4,0.38,0.58,0.04
43500,34,64,2,0.34,0.64,0.02
43600,42,53,5,0.42,0.53,0.05
43700,49,46,5,0.49,0.46,0.05
43800,35,62,3,0.35,0.62,0.03
43900,40,57,3,0.4,0.57,0.03
44000,44,52,4,0.44,0.52,0.04
44100,47,48,5,0.47,0.48,0.05
44200,45,50,5,0.45,0.5,0.05
44300,35,62,3,0.35,0.62,0.03
44400,46,47,7,0.46,0.47,0.07
44500,42,53,5,0.42,0.53,0.05
44600,44,55,1,0.44,0.55,0.01
44700,37,57,6,0.37,0.57,0.06
44800,49,49,2,0.49,0.49,0.02
44900,42,56,2,0.42,0.56,0.02
45000,44,51,5,0.44,0.51,0.05
45100,48,50,2,0.48,0.5,0.02
45200,46,50,4,0.46,0.5,0.04
45300,47,50,3,0.47,0.5,0.03
45400,52,46,2,0.52,0.46,0.02
45500,41,54,5,0.41,0.54,0.05
45600,47,48,5,0.47,0.48,0.05
45700,57,42,1,0.57,0.42,0.01
45800,48,52,0,0.48,0.52,0.0
45900,40,57,3,0.4,0.57,0.03
46000,51,47,2,0.51,0.47,0.02
46100,47,49,4,0.47,0.49,0.04
46200,49,47,4,0.49,0.47,0.04
46300,44,55,1,0.44,0.55,0.01
46400,44,53,3,0.44,0.53,0.03
46500,44,52,4,0.44,0.52,0.04
46600,43,52,5,0.43,0.52,0.05
46700,45,50,5,0.45,0.5,0.05
46800,33,65,2,0.33,0.65,0.02
46900,42,52,6,0.42,0.52,0.06
47000,48,47,5,0.48,0.47,0.05
47100,42,57,1,0.42,0.57,0.01
47200,53,46,1,0.53,0.46,0.01
47300,49,46,5,0.49,0.46,0.05
47400,35,63,2,0.35,0.63,0.02
47500,42,51,7,0.42,0.51,0.07
47600,49,44,7,0.49,0.44,0.07
47700,48,48,4,0.48,0.48,0.04
47800,48,47,5,0.48,0.47,0.05
47900,49,48,3,0.49,0.48,0.03
48000,45,48,7,0.45,0.48,0.07
48100,37,58,5,0.37,0.58,0.05
48200,44,53,3,0.44,0.53,0.03
48300,45,52,3,0.45,0.52,0.03
48400,48,51,1,0.48,0.51,0.01
48500,41,52,7,0.41,0.52,0.07
48600,39,57,4,0.39,0.57,0.04
48700,55,42,3,0.55,0.42,0.03
48800,53,46,1,0.53,0.46,0.01
48900,40,56,4,0.4,0.56,0.04
49000,52,44,4,0.52,0.44,0.04
49100,47,48,5,0.47,0.48,0.05
49200,55,45,0,0.55,0.45,0.0
49300,45,51,4,0.45,0.51,0.04
49400,42,54,4,0.42,0.54,0.04
49500,47,48,5,0.47,0.48,0.05
49600,54,44,2,0.54,0.44,0.02
49700,50,42,8,0.5,0.42,0.08
49800,40,56,4,0.4,0.56,0.04
49900,51,46,3,0.51,0.46,0.03
50000,42,56,2,0.42,0.56,0.02
50100,51,48,1,0.51,0.48,0.01
50200,42,56,2,0.42,0.56,0.02
50300,44,53,3,0.44,0.53,0.03
50400,42,54,4,0.42,0.54,0.04
50500,44,54,2,0.44,0.54,0.02
50600,52,48,0,0.52,0.48,0.0
50700,46,52,2,0.46,0.52,0.02
50800,47,50,3,0.47,0.5,0.03
50900,42,52,6,0.42,0.52,0.06
51000,39,59,2,0.39,0.59,0.02
51100,43,51,6,0.43,0.51,0.06
51200,39,57,4,0.39,0.57,0.04
51300,42,54,4,0.42,0.54,0.04
51400,47,50,3,0.47,0.5,0.03
51500,48,49,3,0.48,0.49,0.03
51600,48,48,4,0.48,0.48,0.04
51700,43,53,4,0.43,0.53,0.04
51800,42,54,4,0.42,0.54,0.04
51900,55,41,4,0.55,0.41,0.04
52000,39,58,3,0.39,0.58,0.03
52100,45,54,1,0.45,0.54,0.01
52200,51,46,3,0.51,0.46,0.03
52300,44,50,6,0.44,0.5,0.06
52400,37,57,6,0.37,0.57,0.06
52500,47,53,0,0.47,0.53,0.0
52600,43,55,2,0.43,0.55,0.02
52700,49,48,3,0.49,0.48,0.03
52800,44,54,2,0.44,0.54,0.02
52900,38,54,8,0.38,0.54,0.08
53000,44,51,5,0.44,0.51,0.05
53100,50,47,3,0.5,0.47,0.03
53200,41,49,10,0.41,0.49,0.1
53300,45,53,2,0.45,0.53,0.02
53400,58,39,3,0.58,0.39,0.03
53500,49,50,1,0.49,0.5,0.01
53600,48,47,5,0.48,0.47,0.05
53700,49,47,4,0.49,0.47,0.04
53800,54,42,4,0.54,0.42,0.04
53900,47,51,2,0.47,0.51,0.02
54000,39,58,3,0.39,0.58,0.03
54100,42,55,3,0.42,0.55,0.03
54200,46,49,5,0.46,0.49,0.05
54300,47,50,3,0.47,0.5,0.03
54400,42,50,8,0.42,0.5,0.08
54500,36,61,3,0.36,0.61,0.03
54600,40,58,2,0.4,0.58,0.02
54700,49,47,4,0.49,0.47,0.04
54800,50,49,1,0.5,0.49,0.01
54900,38,57,5,0.38,0.57,0.05
55000,49,47,4,0.49,0.47,0.04
55100,46,50,4,0.46,0.5,0.04
55200,53,46,1,0.53,0.46,0.01
55300,51,46,3,0.51,0.46,0.03
55400,55,44,1,0.55,0.44,0.01
55500,47,49,4,0.47,0.49,0.04
55600,44,54,2,0.44,0.54,0.02
55700,41,55,4,0.41,0.55,0.04
55800,46,51,3,0.46,0.51,0.03
55900,46,54,0,0.46,0.54,0.0
56000,41,56,3,0.41,0.56,0.03
56100,47,49,4,0.47,0.49,0.04
56200,41,54,5,0.41,0.54,0.05
56300,56,42,2,0.56,0.42,0.02
56400,45,54,1,0.45,0.54,0.01
56500,51,46,3,0.51,0.46,0.03
56600,54,43,3,0.54,0.43,0.03
56700,46,52,2,0.46,0.52,0.02
56800,42,54,4,0.42,0.54,0.04
56900,58,41,1,0.58,0.41,0.01
57000,45,49,6,0.45,0.49,0.06
57100,44,50,6,0.44,0.5,0.06
57200,48,50,2,0.48,0.5,0.02
57300,39,57,4,0.39,0.57,0.04
57400,38,59,3,0.38,0.59,0.03
57500,53,42,5,0.53,0.42,0.05
57600,56,43,1,0.56,0.43,0.01
57700,56,42,2,0.56,0.42,0.02
57800,53,43,4,0.53,0.43,0.04
57900,43,57,0,0.43,0.57,0.0
58000,57,39,4,0.57,0.39,0.04
58100,41,55,4,0.41,0.55,0.04
58200,55,41,4,0.55,0.41,0.04
58300,37,60,3,0.37,0.6,0.03
58400,33,60,7,0.33,0.6,0.07
58500,38,57,5,0.38,0.57,0.05
58600,43,55,2,0.43,0.55,0.02
58700,42,53,5,0.42,0.53,0.05
58800,55,43,2,0.55,0.43,0.02
58900,44,53,3,0.44,0.53,0.03
59000,51,45,4,0.51,0.45,0.04
59100,51,46,3,0.51,0.46,0.03
59200,38,59,3,0.38,0.59,0.03
59300,45,51,4,0.45,0.51,0.04
59400,53,44,3,0.53,0.44,0.03
59500,48,46,6,0.48,0.46,0.06
59600,45,50,5,0.45,0.5,0.05
59700,47,44,9,0.47,0.44,0.09
59800,49,48,3,0.49,0.48,0.03
59900,44,54,2,0.44,0.54,0.02
60000,55,44,1,0.55,0.44,0.01
60100,44,51,5,0.44,0.51,0.05
60200,53,41,6,0.53,0.41,0.06
60300,48,51,1,0.48,0.51,0.01
60400,41,57,2,0.41,0.57,0.02
60500,49,48,3,0.49,0.48,0.03
60600,39,60,1,0.39,0.6,0.01
60700,43,54,3,0.43,0.54,0.03
60800,39,56,5,0.39,0.56,0.05
60900,36,57,7,0.36,0.57,0.07
61000,40,56,4,0.4,0.56,0.04
61100,44,51,5,0.44,0.51,0.05
61200,44,53,3,0.44,0.53,0.03
61300,40,51,9,0.4,0.51,0.09
61400,48,47,5,0.48,0.47,0.05
61500,31,65,4,0.31,0.65,0.04
61600,52,46,2,0.52,0.46,0.02
61700,46,53,1,0.46,0.53,0.01
61800,37,60,3,0.37,0.6,0.03
61900,46,49,5,0.46,0.49,0.05
62000,37,60,3,0.37,0.6,0.03
62100,55,41,4,0.55,0.41,0.04
62200,40,57,3,0.4,0.57,0.03
62300,34,62,4,0.34,0.62,0.04
62400,42,53,5,0.42,0.53,0.05
62500,49,47,4,0.49,0.47,0.04
62600,49,49,2,0.49,0.49,0.02
62700,40,53,7,0.4,0.53,0.07
62800,46,51,3,0.46,0.51,0.03
62900,39,57,4,0.39,0.57,0.04
63000,44,50,6,0.44,0.5,0.06
63100,38,58,4,0.38,0.58,0.04
63200,51,48,1,0.51,0.48,0.01
63300,41,57,2,0.41,0.57,0.02
63400,37,58,5,0.37,0.58,0.05
63500,43,56,1,0.43,0.56,0.01
63600,51,46,3,0.51,0.46,0.03
63700,48,46,6,0.48,0.46,0.06
63800,51,42,7,0.51,0.42,0.07
63900,50,49,1,0.5,0.49,0.01
64000,48,50,2,0.48,0.5,0.02
64100,40,55,5,0.4,0.55,0.05
64200,44,52,4,0.44,0.52,0.04
64300,51,47,2,0.51,0.47,0.02
64400,48,48,4,0.48,0.48,0.04
64500,45,48,7,0.45,0.48,0.07
64600,48,50,2,0.48,0.5,0.02
64700,39,55,6,0.39,0.55,0.06
64800,39,58,3,0.39,0.58,0.03
64900,52,44,4,0.52,0.44,0.04
65000,42,53,5,0.42,0.53,0.05
65100,49,49,2,0.49,0.49,0.02
65200,51,46,3,0.51,0.46,0.03
65300,41,55,4,0.41,0.55,0.04
65400,37,59,4,0.37,0.59,0.04
65500,41,51,8,0.41,0.51,0.08
65600,45,52,3,0.45,0.52,0.03
65700,49,48,3,0.49,0.48,0.03
65800,45,50,5,0.45,0.5,0.05
65900,56,40,4,0.56,0.4,0.04
66000,47,53,0,0.47,0.53,0.0
66100,45,51,4,0.45,0.51,0.04
