Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
0,5,91,4,0.05,0.91,0.04
100,11,87,2,0.11,0.87,0.02
200,12,87,1,0.12,0.87,0.01
300,10,87,3,0.1,0.87,0.03
400,16,83,1,0.16,0.83,0.01
500,7,90,3,0.07,0.9,0.03
600,25,75,0,0.25,0.75,0.0
700,28,67,5,0.28,0.67,0.05
800,16,83,1,0.16,0.83,0.01
900,12,84,4,0.12,0.84,0.04
1000,23,71,6,0.23,0.71,0.06
1100,17,82,1,0.17,0.82,0.01
1200,8,91,1,0.08,0.91,0.01
1300,9,91,0,0.09,0.91,0.0
1400,10,87,3,0.1,0.87,0.03
1500,11,88,1,0.11,0.88,0.01
1600,11,84,5,0.11,0.84,0.05
1700,13,83,4,0.13,0.83,0.04
1800,15,82,3,0.15,0.82,0.03
1900,15,83,2,0.15,0.83,0.02
2000,15,83,2,0.15,0.83,0.02
2100,8,91,1,0.08,0.91,0.01
2200,15,81,4,0.15,0.81,0.04
2300,8,92,0,0.08,0.92,0.0
2400,17,81,2,0.17,0.81,0.02
2500,17,80,3,0.17,0.8,0.03
2600,14,82,4,0.14,0.82,0.04
2700,17,80,3,0.17,0.8,0.03
2800,7,88,5,0.07,0.88,0.05
2900,17,81,2,0.17,0.81,0.02
3000,16,84,0,0.16,0.84,0.0
3100,13,83,4,0.13,0.83,0.04
3200,16,81,3,0.16,0.81,0.03
3300,11,86,3,0.11,0.86,0.03
3400,8,91,1,0.08,0.91,0.01
3500,12,83,5,0.12,0.83,0.05
3600,26,72,2,0.26,0.72,0.02
3700,12,83,5,0.12,0.83,0.05
3800,14,86,0,0.14,0.86,0.0
3900,11,84,5,0.11,0.84,0.05
4000,21,77,2,0.21,0.77,0.02
4100,17,81,2,0.17,0.81,0.02
4200,11,86,3,0.11,0.86,0.03
4300,12,84,4,0.12,0.84,0.04
4400,14,80,6,0.14,0.8,0.06
4500,16,81,3,0.16,0.81,0.03
4600,18,77,5,0.18,0.77,0.05
4700,18,80,2,0.18,0.8,0.02
4800,25,72,3,0.25,0.72,0.03
4900,17,80,3,0.17,0.8,0.03
5000,18,80,2,0.18,0.8,0.02
5100,14,84,2,0.14,0.84,0.02
5200,16,80,4,0.16,0.8,0.04
5300,17,78,5,0.17,0.78,0.05
5400,8,92,0,0.08,0.92,0.0
5500,11,86,3,0.11,0.86,0.03
5600,19,78,3,0.19,0.78,0.03
5700,10,86,4,0.1,0.86,0.04
5800,13,84,3,0.13,0.84,0.03
5900,11,88,1,0.11,0.88,0.01
6000,16,83,1,0.16,0.83,0.01
6100,16,80,4,0.16,0.8,0.04
6200,11,87,2,0.11,0.87,0.02
6300,7,91,2,0.07,0.91,0.02
