Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
0,10,87,3,0.1,0.87,0.03
100,12,85,3,0.12,0.85,0.03
200,14,82,4,0.14,0.82,0.04
300,16,83,1,0.16,0.83,0.01
400,5,89,6,0.05,0.89,0.06
500,14,82,4,0.14,0.82,0.04
600,19,80,1,0.19,0.8,0.01
700,19,79,2,0.19,0.79,0.02
800,12,84,4,0.12,0.84,0.04
900,20,76,4,0.2,0.76,0.04
1000,17,81,2,0.17,0.81,0.02
1100,13,83,4,0.13,0.83,0.04
1200,15,83,2,0.15,0.83,0.02
1300,15,78,7,0.15,0.78,0.07
1400,11,87,2,0.11,0.87,0.02
1500,8,89,3,0.08,0.89,0.03
1600,7,92,1,0.07,0.92,0.01
1700,14,84,2,0.14,0.84,0.02
1800,16,84,0,0.16,0.84,0.0
1900,14,82,4,0.14,0.82,0.04
2000,21,76,3,0.21,0.76,0.03
2100,17,81,2,0.17,0.81,0.02
2200,16,83,1,0.16,0.83,0.01
2300,24,75,1,0.24,0.75,0.01
2400,16,81,3,0.16,0.81,0.03
2500,19,81,0,0.19,0.81,0.0
2600,15,77,8,0.15,0.77,0.08
2700,17,79,4,0.17,0.79,0.04
2800,9,89,2,0.09,0.89,0.02
2900,15,81,4,0.15,0.81,0.04
3000,16,81,3,0.16,0.81,0.03
3100,13,83,4,0.13,0.83,0.04
3200,11,87,2,0.11,0.87,0.02
3300,7,91,2,0.07,0.91,0.02
3400,20,78,2,0.2,0.78,0.02
3500,11,86,3,0.11,0.86,0.03
3600,26,73,1,0.26,0.73,0.01
3700,18,80,2,0.18,0.8,0.02
3800,20,76,4,0.2,0.76,0.04
3900,12,83,5,0.12,0.83,0.05
4000,19,75,6,0.19,0.75,0.06
4100,15,81,4,0.15,0.81,0.04
4200,13,84,3,0.13,0.84,0.03
4300,12,85,3,0.12,0.85,0.03
4400,19,79,2,0.19,0.79,0.02
4500,18,81,1,0.18,0.81,0.01
4600,11,87,2,0.11,0.87,0.02
4700,13,83,4,0.13,0.83,0.04
4800,13,83,4,0.13,0.83,0.04
4900,17,79,4,0.17,0.79,0.04
5000,10,86,4,0.1,0.86,0.04
5100,15,82,3,0.15,0.82,0.03
5200,7,93,0,0.07,0.93,0.0
5300,12,84,4,0.12,0.84,0.04
5400,13,81,6,0.13,0.81,0.06
5500,15,81,4,0.15,0.81,0.04
5600,10,88,2,0.1,0.88,0.02
5700,13,86,1,0.13,0.86,0.01
5800,8,90,2,0.08,0.9,0.02
5900,7,87,6,0.07,0.87,0.06
6000,14,82,4,0.14,0.82,0.04
6100,12,82,6,0.12,0.82,0.06
6200,20,78,2,0.2,0.78,0.02
6300,10,88,2,0.1,0.88,0.02
6400,9,88,3,0.09,0.88,0.03
6500,15,81,4,0.15,0.81,0.04
6600,12,86,2,0.12,0.86,0.02
6700,12,85,3,0.12,0.85,0.03
6800,13,84,3,0.13,0.84,0.03
6900,15,81,4,0.15,0.81,0.04
7000,11,87,2,0.11,0.87,0.02
7100,19,79,2,0.19,0.79,0.02
7200,10,87,3,0.1,0.87,0.03
7300,10,86,4,0.1,0.86,0.04
7400,10,88,2,0.1,0.88,0.02
7500,7,92,1,0.07,0.92,0.01
7600,14,85,1,0.14,0.85,0.01
7700,12,87,1,0.12,0.87,0.01
7800,19,78,3,0.19,0.78,0.03
7900,7,88,5,0.07,0.88,0.05
8000,9,88,3,0.09,0.88,0.03
8100,15,80,5,0.15,0.8,0.05
8200,10,85,5,0.1,0.85,0.05
8300,14,84,2,0.14,0.84,0.02
8400,11,83,6,0.11,0.83,0.06
8500,16,77,7,0.16,0.77,0.07
8600,9,88,3,0.09,0.88,0.03
8700,15,82,3,0.15,0.82,0.03
8800,10,85,5,0.1,0.85,0.05
8900,16,81,3,0.16,0.81,0.03
9000,9,90,1,0.09,0.9,0.01
9100,23,74,3,0.23,0.74,0.03
9200,15,82,3,0.15,0.82,0.03
9300,9,85,6,0.09,0.85,0.06
9400,16,84,0,0.16,0.84,0.0
9500,13,85,2,0.13,0.85,0.02
9600,10,86,4,0.1,0.86,0.04
9700,12,86,2,0.12,0.86,0.02
9800,21,76,3,0.21,0.76,0.03
9900,14,80,6,0.14,0.8,0.06
