Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
5500,28,70,2,0.28,0.7,0.02
5600,21,74,5,0.21,0.74,0.05
5700,38,61,1,0.38,0.61,0.01
5800,19,77,4,0.19,0.77,0.04
5900,21,75,4,0.21,0.75,0.04
6000,24,72,4,0.24,0.72,0.04
6100,21,74,5,0.21,0.74,0.05
6200,23,73,4,0.23,0.73,0.04
6300,16,83,1,0.16,0.83,0.01
6400,16,81,3,0.16,0.81,0.03
6500,19,79,2,0.19,0.79,0.02
6600,29,66,5,0.29,0.66,0.05
6700,26,72,2,0.26,0.72,0.02
6800,26,70,4,0.26,0.7,0.04
6900,19,79,2,0.19,0.79,0.02
7000,18,79,3,0.18,0.79,0.03
7100,18,78,4,0.18,0.78,0.04
7200,23,73,4,0.23,0.73,0.04
7300,24,71,5,0.24,0.71,0.05
7400,15,78,7,0.15,0.78,0.07
7500,18,82,0,0.18,0.82,0.0
7600,22,76,2,0.22,0.76,0.02
7700,15,84,1,0.15,0.84,0.01
7800,20,75,5,0.2,0.75,0.05
7900,19,76,5,0.19,0.76,0.05
8000,30,68,2,0.3,0.68,0.02
8100,19,73,8,0.19,0.73,0.08
8200,18,78,4,0.18,0.78,0.04
8300,22,72,6,0.22,0.72,0.06
8400,18,79,3,0.18,0.79,0.03
8500,27,71,2,0.27,0.71,0.02
8600,24,74,2,0.24,0.74,0.02
8700,19,79,2,0.19,0.79,0.02
8800,17,74,9,0.17,0.74,0.09
8900,21,76,3,0.21,0.76,0.03
9000,11,85,4,0.11,0.85,0.04
9100,20,79,1,0.2,0.79,0.01
9200,18,78,4,0.18,0.78,0.04
9300,14,85,1,0.14,0.85,0.01
9400,24,73,3,0.24,0.73,0.03
9500,13,83,4,0.13,0.83,0.04
9600,8,89,3,0.08,0.89,0.03
9700,16,81,3,0.16,0.81,0.03
9800,16,81,3,0.16,0.81,0.03
9900,25,70,5,0.25,0.7,0.05
10000,19,78,3,0.19,0.78,0.03
10100,26,70,4,0.26,0.7,0.04
10200,17,78,5,0.17,0.78,0.05
10300,22,70,8,0.22,0.7,0.08
10400,25,72,3,0.25,0.72,0.03
10500,22,76,2,0.22,0.76,0.02
10600,22,72,6,0.22,0.72,0.06
10700,21,75,4,0.21,0.75,0.04
10800,17,83,0,0.17,0.83,0.0
10900,25,75,0,0.25,0.75,0.0
11000,24,69,7,0.24,0.69,0.07
11100,20,74,6,0.2,0.74,0.06
11200,21,75,4,0.21,0.75,0.04
11300,23,73,4,0.23,0.73,0.04
11400,20,77,3,0.2,0.77,0.03
11500,25,73,2,0.25,0.73,0.02
11600,26,73,1,0.26,0.73,0.01
11700,17,77,6,0.17,0.77,0.06
11800,18,79,3,0.18,0.79,0.03
11900,17,77,6,0.17,0.77,0.06
12000,21,77,2,0.21,0.77,0.02
12100,20,77,3,0.2,0.77,0.03
12200,22,77,1,0.22,0.77,0.01
12300,20,74,6,0.2,0.74,0.06
12400,21,73,6,0.21,0.73,0.06
12500,23,75,2,0.23,0.75,0.02
12600,21,73,6,0.21,0.73,0.06
12700,21,78,1,0.21,0.78,0.01
12800,14,81,5,0.14,0.81,0.05
12900,20,76,4,0.2,0.76,0.04
13000,16,81,3,0.16,0.81,0.03
13100,15,84,1,0.15,0.84,0.01
13200,19,81,0,0.19,0.81,0.0
13300,15,82,3,0.15,0.82,0.03
13400,22,77,1,0.22,0.77,0.01
13500,20,76,4,0.2,0.76,0.04
13600,23,75,2,0.23,0.75,0.02
13700,16,81,3,0.16,0.81,0.03
13800,24,75,1,0.24,0.75,0.01
13900,20,73,7,0.2,0.73,0.07
14000,22,77,1,0.22,0.77,0.01
14100,15,81,4,0.15,0.81,0.04
14200,18,78,4,0.18,0.78,0.04
14300,21,76,3,0.21,0.76,0.03
14400,19,74,7,0.19,0.74,0.07
14500,22,76,2,0.22,0.76,0.02
14600,23,73,4,0.23,0.73,0.04
14700,17,79,4,0.17,0.79,0.04
14800,20,76,4,0.2,0.76,0.04
14900,16,77,7,0.16,0.77,0.07
15000,15,82,3,0.15,0.82,0.03
15100,19,78,3,0.19,0.78,0.03
15200,26,69,5,0.26,0.69,0.05
15300,17,82,1,0.17,0.82,0.01
15400,21,76,3,0.21,0.76,0.03
15500,21,71,8,0.21,0.71,0.08
15600,15,82,3,0.15,0.82,0.03
15700,20,74,6,0.2,0.74,0.06
15800,18,76,6,0.18,0.76,0.06
15900,25,68,7,0.25,0.68,0.07
16000,18,82,0,0.18,0.82,0.0
16100,14,85,1,0.14,0.85,0.01
16200,26,70,4,0.26,0.7,0.04
16300,15,81,4,0.15,0.81,0.04
16400,23,76,1,0.23,0.76,0.01
16500,14,81,5,0.14,0.81,0.05
16600,17,79,4,0.17,0.79,0.04
16700,23,69,8,0.23,0.69,0.08
16800,16,82,2,0.16,0.82,0.02
16900,21,76,3,0.21,0.76,0.03
17000,21,72,7,0.21,0.72,0.07
17100,19,76,5,0.19,0.76,0.05
17200,21,77,2,0.21,0.77,0.02
17300,16,79,5,0.16,0.79,0.05
17400,26,70,4,0.26,0.7,0.04
17500,25,72,3,0.25,0.72,0.03
17600,12,84,4,0.12,0.84,0.04
17700,28,67,5,0.28,0.67,0.05
17800,25,73,2,0.25,0.73,0.02
17900,30,65,5,0.3,0.65,0.05
18000,18,78,4,0.18,0.78,0.04
18100,18,82,0,0.18,0.82,0.0
18200,23,72,5,0.23,0.72,0.05
18300,25,72,3,0.25,0.72,0.03
18400,19,79,2,0.19,0.79,0.02
18500,16,83,1,0.16,0.83,0.01
18600,18,80,2,0.18,0.8,0.02
18700,18,81,1,0.18,0.81,0.01
18800,16,80,4,0.16,0.8,0.04
18900,18,78,4,0.18,0.78,0.04
19000,24,74,2,0.24,0.74,0.02
19100,11,85,4,0.11,0.85,0.04
19200,21,76,3,0.21,0.76,0.03
19300,20,78,2,0.2,0.78,0.02
19400,16,81,3,0.16,0.81,0.03
19500,24,72,4,0.24,0.72,0.04
19600,13,84,3,0.13,0.84,0.03
19700,21,76,3,0.21,0.76,0.03
19800,16,83,1,0.16,0.83,0.01
19900,19,77,4,0.19,0.77,0.04
20000,23,76,1,0.23,0.76,0.01
20100,26,73,1,0.26,0.73,0.01
20200,18,79,3,0.18,0.79,0.03
20300,20,78,2,0.2,0.78,0.02
20400,16,81,3,0.16,0.81,0.03
20500,22,78,0,0.22,0.78,0.0
20600,14,82,4,0.14,0.82,0.04
20700,22,76,2,0.22,0.76,0.02
20800,19,78,3,0.19,0.78,0.03
20900,19,77,4,0.19,0.77,0.04
21000,19,75,6,0.19,0.75,0.06
21100,17,81,2,0.17,0.81,0.02
21200,20,77,3,0.2,0.77,0.03
21300,20,76,4,0.2,0.76,0.04
21400,18,75,7,0.18,0.75,0.07
21500,14,86,0,0.14,0.86,0.0
21600,21,75,4,0.21,0.75,0.04
21700,18,77,5,0.18,0.77,0.05
21800,15,83,2,0.15,0.83,0.02
21900,17,80,3,0.17,0.8,0.03
22000,18,78,4,0.18,0.78,0.04
22100,14,79,7,0.14,0.79,0.07
22200,26,72,2,0.26,0.72,0.02
22300,16,76,8,0.16,0.76,0.08
22400,16,83,1,0.16,0.83,0.01
22500,22,74,4,0.22,0.74,0.04
22600,23,74,3,0.23,0.74,0.03
