Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
0,18,81,1,0.18,0.81,0.01
100,20,70,10,0.2,0.7,0.1
200,15,82,3,0.15,0.82,0.03
300,13,81,6,0.13,0.81,0.06
400,18,77,5,0.18,0.77,0.05
500,21,76,3,0.21,0.76,0.03
600,23,73,4,0.23,0.73,0.04
700,20,78,2,0.2,0.78,0.02
800,25,68,7,0.25,0.68,0.07
900,19,78,3,0.19,0.78,0.03
1000,13,85,2,0.13,0.85,0.02
1100,21,74,5,0.21,0.74,0.05
1200,18,77,5,0.18,0.77,0.05
1300,17,80,3,0.17,0.8,0.03
1400,24,70,6,0.24,0.7,0.06
1500,19,79,2,0.19,0.79,0.02
1600,22,75,3,0.22,0.75,0.03
1700,16,80,4,0.16,0.8,0.04
1800,14,84,2,0.14,0.84,0.02
1900,15,80,5,0.15,0.8,0.05
2000,16,80,4,0.16,0.8,0.04
2100,15,82,3,0.15,0.82,0.03
2200,23,74,3,0.23,0.74,0.03
2300,21,77,2,0.21,0.77,0.02
2400,20,75,5,0.2,0.75,0.05
2500,23,73,4,0.23,0.73,0.04
2600,20,73,7,0.2,0.73,0.07
2700,11,84,5,0.11,0.84,0.05
2800,13,81,6,0.13,0.81,0.06
2900,21,77,2,0.21,0.77,0.02
3000,26,72,2,0.26,0.72,0.02
3100,20,77,3,0.2,0.77,0.03
3200,25,71,4,0.25,0.71,0.04
3300,19,75,6,0.19,0.75,0.06
3400,18,80,2,0.18,0.8,0.02
3500,23,75,2,0.23,0.75,0.02
3600,19,78,3,0.19,0.78,0.03
3700,19,78,3,0.19,0.78,0.03
3800,15,80,5,0.15,0.8,0.05
3900,21,78,1,0.21,0.78,0.01
4000,19,78,3,0.19,0.78,0.03
4100,12,86,2,0.12,0.86,0.02
4200,20,75,5,0.2,0.75,0.05
4300,18,78,4,0.18,0.78,0.04
4400,14,83,3,0.14,0.83,0.03
4500,19,77,4,0.19,0.77,0.04
4600,19,79,2,0.19,0.79,0.02
4700,19,75,6,0.19,0.75,0.06
4800,17,80,3,0.17,0.8,0.03
4900,9,88,3,0.09,0.88,0.03
5000,23,75,2,0.23,0.75,0.02
5100,15,83,2,0.15,0.83,0.02
5200,18,77,5,0.18,0.77,0.05
5300,20,75,5,0.2,0.75,0.05
5400,17,82,1,0.17,0.82,0.01
5500,15,80,5,0.15,0.8,0.05
5600,18,76,6,0.18,0.76,0.06
5700,18,76,6,0.18,0.76,0.06
5800,18,77,5,0.18,0.77,0.05
5900,19,78,3,0.19,0.78,0.03
6000,21,77,2,0.21,0.77,0.02
6100,22,75,3,0.22,0.75,0.03
6200,15,83,2,0.15,0.83,0.02
6300,17,78,5,0.17,0.78,0.05
6400,16,81,3,0.16,0.81,0.03
6500,15,80,5,0.15,0.8,0.05
6600,26,68,6,0.26,0.68,0.06
6700,25,70,5,0.25,0.7,0.05
6800,17,76,7,0.17,0.76,0.07
6900,16,80,4,0.16,0.8,0.04
7000,19,76,5,0.19,0.76,0.05
7100,13,81,6,0.13,0.81,0.06
7200,15,82,3,0.15,0.82,0.03
7300,11,86,3,0.11,0.86,0.03
7400,16,82,2,0.16,0.82,0.02
7500,15,83,2,0.15,0.83,0.02
7600,20,76,4,0.2,0.76,0.04
7700,19,76,5,0.19,0.76,0.05
7800,15,80,5,0.15,0.8,0.05
7900,22,75,3,0.22,0.75,0.03
8000,22,77,1,0.22,0.77,0.01
8100,25,73,2,0.25,0.73,0.02
8200,18,73,9,0.18,0.73,0.09
8300,20,79,1,0.2,0.79,0.01
8400,21,75,4,0.21,0.75,0.04
8500,21,76,3,0.21,0.76,0.03
8600,28,66,6,0.28,0.66,0.06
8700,21,74,5,0.21,0.74,0.05
8800,23,67,10,0.23,0.67,0.1
8900,17,80,3,0.17,0.8,0.03
9000,19,77,4,0.19,0.77,0.04
9100,21,75,4,0.21,0.75,0.04
9200,19,77,4,0.19,0.77,0.04
9300,19,77,4,0.19,0.77,0.04
9400,29,69,2,0.29,0.69,0.02
9500,14,82,4,0.14,0.82,0.04
9600,15,81,4,0.15,0.81,0.04
9700,15,82,3,0.15,0.82,0.03
9800,16,79,5,0.16,0.79,0.05
9900,17,78,5,0.17,0.78,0.05
10000,17,79,4,0.17,0.79,0.04
10100,18,75,7,0.18,0.75,0.07
10200,20,75,5,0.2,0.75,0.05
10300,19,79,2,0.19,0.79,0.02
10400,19,79,2,0.19,0.79,0.02
10500,18,79,3,0.18,0.79,0.03
10600,22,77,1,0.22,0.77,0.01
10700,22,76,2,0.22,0.76,0.02
10800,16,83,1,0.16,0.83,0.01
10900,18,79,3,0.18,0.79,0.03
11000,18,78,4,0.18,0.78,0.04
11100,17,82,1,0.17,0.82,0.01
11200,19,75,6,0.19,0.75,0.06
11300,18,78,4,0.18,0.78,0.04
11400,13,83,4,0.13,0.83,0.04
11500,25,73,2,0.25,0.73,0.02
11600,20,75,5,0.2,0.75,0.05
11700,19,80,1,0.19,0.8,0.01
11800,15,83,2,0.15,0.83,0.02
11900,20,78,2,0.2,0.78,0.02
12000,13,85,2,0.13,0.85,0.02
12100,24,71,5,0.24,0.71,0.05
12200,20,73,7,0.2,0.73,0.07
12300,18,81,1,0.18,0.81,0.01
12400,25,74,1,0.25,0.74,0.01
12500,20,75,5,0.2,0.75,0.05
12600,16,84,0,0.16,0.84,0.0
12700,20,78,2,0.2,0.78,0.02
12800,17,80,3,0.17,0.8,0.03
12900,15,77,8,0.15,0.77,0.08
13000,20,76,4,0.2,0.76,0.04
13100,15,80,5,0.15,0.8,0.05
13200,19,78,3,0.19,0.78,0.03
13300,17,80,3,0.17,0.8,0.03
13400,19,76,5,0.19,0.76,0.05
13500,20,76,4,0.2,0.76,0.04
13600,20,76,4,0.2,0.76,0.04
13700,13,82,5,0.13,0.82,0.05
13800,23,75,2,0.23,0.75,0.02
13900,24,72,4,0.24,0.72,0.04
14000,22,75,3,0.22,0.75,0.03
14100,19,79,2,0.19,0.79,0.02
14200,27,70,3,0.27,0.7,0.03
14300,16,83,1,0.16,0.83,0.01
14400,22,76,2,0.22,0.76,0.02
14500,26,71,3,0.26,0.71,0.03
14600,17,78,5,0.17,0.78,0.05
14700,15,80,5,0.15,0.8,0.05
14800,23,73,4,0.23,0.73,0.04
14900,19,79,2,0.19,0.79,0.02
15000,25,71,4,0.25,0.71,0.04
15100,23,70,7,0.23,0.7,0.07
15200,26,73,1,0.26,0.73,0.01
15300,29,69,2,0.29,0.69,0.02
15400,17,78,5,0.17,0.78,0.05
15500,16,79,5,0.16,0.79,0.05
15600,28,71,1,0.28,0.71,0.01
15700,19,77,4,0.19,0.77,0.04
15800,17,77,6,0.17,0.77,0.06
15900,20,75,5,0.2,0.75,0.05
16000,17,77,6,0.17,0.77,0.06
16100,19,79,2,0.19,0.79,0.02
16200,22,72,6,0.22,0.72,0.06
16300,17,79,4,0.17,0.79,0.04
16400,16,80,4,0.16,0.8,0.04
16500,13,81,6,0.13,0.81,0.06
16600,18,80,2,0.18,0.8,0.02
16700,19,78,3,0.19,0.78,0.03
16800,20,76,4,0.2,0.76,0.04
16900,16,82,2,0.16,0.82,0.02
17000,18,79,3,0.18,0.79,0.03
17100,17,81,2,0.17,0.81,0.02
17200,13,83,4,0.13,0.83,0.04
17300,23,69,8,0.23,0.69,0.08
17400,23,74,3,0.23,0.74,0.03
17500,14,85,1,0.14,0.85,0.01
17600,20,77,3,0.2,0.77,0.03
17700,17,80,3,0.17,0.8,0.03
17800,22,78,0,0.22,0.78,0.0
17900,24,74,2,0.24,0.74,0.02
18000,18,78,4,0.18,0.78,0.04
18100,10,86,4,0.1,0.86,0.04
18200,17,81,2,0.17,0.81,0.02
18300,13,82,5,0.13,0.82,0.05
18400,17,74,9,0.17,0.74,0.09
18500,17,77,6,0.17,0.77,0.06
18600,12,85,3,0.12,0.85,0.03
18700,13,82,5,0.13,0.82,0.05
18800,22,75,3,0.22,0.75,0.03
18900,24,72,4,0.24,0.72,0.04
19000,16,83,1,0.16,0.83,0.01
19100,22,75,3,0.22,0.75,0.03
19200,17,80,3,0.17,0.8,0.03
19300,17,81,2,0.17,0.81,0.02
19400,15,81,4,0.15,0.81,0.04
19500,19,80,1,0.19,0.8,0.01
19600,18,77,5,0.18,0.77,0.05
19700,21,76,3,0.21,0.76,0.03
19800,17,81,2,0.17,0.81,0.02
19900,16,79,5,0.16,0.79,0.05
20000,23,74,3,0.23,0.74,0.03
20100,26,71,3,0.26,0.71,0.03
20200,21,76,3,0.21,0.76,0.03
20300,13,85,2,0.13,0.85,0.02
20400,8,88,4,0.08,0.88,0.04
20500,20,77,3,0.2,0.77,0.03
20600,14,81,5,0.14,0.81,0.05
20700,21,77,2,0.21,0.77,0.02
20800,20,79,1,0.2,0.79,0.01
20900,19,76,5,0.19,0.76,0.05
21000,15,82,3,0.15,0.82,0.03
21100,23,75,2,0.23,0.75,0.02
21200,18,78,4,0.18,0.78,0.04
21300,16,81,3,0.16,0.81,0.03
21400,16,81,3,0.16,0.81,0.03
21500,18,76,6,0.18,0.76,0.06
21600,14,81,5,0.14,0.81,0.05
21700,17,81,2,0.17,0.81,0.02
21800,15,83,2,0.15,0.83,0.02
21900,27,68,5,0.27,0.68,0.05
22000,18,76,6,0.18,0.76,0.06
22100,21,74,5,0.21,0.74,0.05
22200,22,76,2,0.22,0.76,0.02
22300,25,71,4,0.25,0.71,0.04
22400,18,79,3,0.18,0.79,0.03
22500,20,74,6,0.2,0.74,0.06
22600,16,81,3,0.16,0.81,0.03
22700,18,73,9,0.18,0.73,0.09
22800,19,77,4,0.19,0.77,0.04
22900,22,74,4,0.22,0.74,0.04
23000,19,81,0,0.19,0.81,0.0
23100,17,81,2,0.17,0.81,0.02
23200,23,72,5,0.23,0.72,0.05
23300,23,74,3,0.23,0.74,0.03
23400,15,82,3,0.15,0.82,0.03
23500,16,78,6,0.16,0.78,0.06
23600,21,75,4,0.21,0.75,0.04
23700,25,70,5,0.25,0.7,0.05
23800,20,80,0,0.2,0.8,0.0
23900,24,71,5,0.24,0.71,0.05
24000,16,82,2,0.16,0.82,0.02
24100,18,80,2,0.18,0.8,0.02
24200,25,69,6,0.25,0.69,0.06
24300,21,76,3,0.21,0.76,0.03
24400,24,69,7,0.24,0.69,0.07
24500,19,79,2,0.19,0.79,0.02
24600,30,64,6,0.3,0.64,0.06
24700,19,75,6,0.19,0.75,0.06
24800,21,76,3,0.21,0.76,0.03
24900,27,69,4,0.27,0.69,0.04
25000,23,76,1,0.23,0.76,0.01
25100,29,68,3,0.29,0.68,0.03
25200,28,65,7,0.28,0.65,0.07
25300,24,71,5,0.24,0.71,0.05
25400,14,83,3,0.14,0.83,0.03
25500,22,76,2,0.22,0.76,0.02
25600,25,72,3,0.25,0.72,0.03
25700,26,72,2,0.26,0.72,0.02
25800,26,70,4,0.26,0.7,0.04
25900,19,79,2,0.19,0.79,0.02
26000,17,80,3,0.17,0.8,0.03
26100,20,75,5,0.2,0.75,0.05
26200,21,73,6,0.21,0.73,0.06
26300,16,82,2,0.16,0.82,0.02
26400,28,70,2,0.28,0.7,0.02
26500,20,78,2,0.2,0.78,0.02
26600,28,67,5,0.28,0.67,0.05
26700,17,80,3,0.17,0.8,0.03
26800,21,73,6,0.21,0.73,0.06
26900,21,78,1,0.21,0.78,0.01
27000,25,73,2,0.25,0.73,0.02
27100,29,66,5,0.29,0.66,0.05
27200,22,73,5,0.22,0.73,0.05
27300,24,72,4,0.24,0.72,0.04
27400,16,83,1,0.16,0.83,0.01
27500,21,76,3,0.21,0.76,0.03
27600,21,71,8,0.21,0.71,0.08
27700,24,71,5,0.24,0.71,0.05
27800,25,72,3,0.25,0.72,0.03
27900,20,78,2,0.2,0.78,0.02
28000,20,76,4,0.2,0.76,0.04
28100,24,72,4,0.24,0.72,0.04
28200,19,80,1,0.19,0.8,0.01
28300,19,77,4,0.19,0.77,0.04
28400,27,70,3,0.27,0.7,0.03
28500,27,66,7,0.27,0.66,0.07
28600,22,69,9,0.22,0.69,0.09
28700,20,77,3,0.2,0.77,0.03
28800,25,72,3,0.25,0.72,0.03
28900,25,73,2,0.25,0.73,0.02
29000,26,69,5,0.26,0.69,0.05
29100,18,81,1,0.18,0.81,0.01
29200,19,79,2,0.19,0.79,0.02
29300,21,73,6,0.21,0.73,0.06
29400,28,68,4,0.28,0.68,0.04
29500,17,81,2,0.17,0.81,0.02
29600,22,75,3,0.22,0.75,0.03
29700,23,68,9,0.23,0.68,0.09
29800,24,73,3,0.24,0.73,0.03
29900,28,70,2,0.28,0.7,0.02
30000,24,73,3,0.24,0.73,0.03
30100,23,74,3,0.23,0.74,0.03
