Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
0,5,92,3,0.05,0.92,0.03
100,14,82,4,0.14,0.82,0.04
200,14,83,3,0.14,0.83,0.03
300,17,81,2,0.17,0.81,0.02
400,8,87,5,0.08,0.87,0.05
500,7,91,2,0.07,0.91,0.02
600,11,86,3,0.11,0.86,0.03
700,12,85,3,0.12,0.85,0.03
800,16,82,2,0.16,0.82,0.02
900,13,85,2,0.13,0.85,0.02
1000,10,88,2,0.1,0.88,0.02
1100,8,88,4,0.08,0.88,0.04
1200,8,90,2,0.08,0.9,0.02
1300,6,91,3,0.06,0.91,0.03
1400,17,81,2,0.17,0.81,0.02
1500,6,92,2,0.06,0.92,0.02
1600,12,86,2,0.12,0.86,0.02
1700,13,87,0,0.13,0.87,0.0
1800,15,84,1,0.15,0.84,0.01
1900,15,82,3,0.15,0.82,0.03
2000,9,88,3,0.09,0.88,0.03
2100,13,85,2,0.13,0.85,0.02
2200,12,84,4,0.12,0.84,0.04
2300,13,84,3,0.13,0.84,0.03
2400,15,79,6,0.15,0.79,0.06
2500,7,90,3,0.07,0.9,0.03
2600,16,82,2,0.16,0.82,0.02
2700,11,85,4,0.11,0.85,0.04
2800,13,86,1,0.13,0.86,0.01
2900,19,78,3,0.19,0.78,0.03
3000,8,90,2,0.08,0.9,0.02
3100,11,87,2,0.11,0.87,0.02
3200,7,89,4,0.07,0.89,0.04
3300,23,74,3,0.23,0.74,0.03
3400,24,74,2,0.24,0.74,0.02
3500,18,78,4,0.18,0.78,0.04
3600,17,81,2,0.17,0.81,0.02
3700,13,85,2,0.13,0.85,0.02
3800,19,76,5,0.19,0.76,0.05
3900,11,86,3,0.11,0.86,0.03
4000,12,83,5,0.12,0.83,0.05
4100,12,85,3,0.12,0.85,0.03
4200,16,77,7,0.16,0.77,0.07
4300,16,80,4,0.16,0.8,0.04
4400,17,80,3,0.17,0.8,0.03
4500,15,81,4,0.15,0.81,0.04
4600,12,85,3,0.12,0.85,0.03
4700,15,81,4,0.15,0.81,0.04
4800,18,78,4,0.18,0.78,0.04
4900,11,83,6,0.11,0.83,0.06
5000,9,90,1,0.09,0.9,0.01
5100,10,87,3,0.1,0.87,0.03
5200,15,82,3,0.15,0.82,0.03
5300,6,91,3,0.06,0.91,0.03
5400,18,78,4,0.18,0.78,0.04
5500,10,89,1,0.1,0.89,0.01
5600,16,82,2,0.16,0.82,0.02
5700,12,84,4,0.12,0.84,0.04
5800,15,81,4,0.15,0.81,0.04
5900,14,86,0,0.14,0.86,0.0
6000,8,90,2,0.08,0.9,0.02
6100,20,78,2,0.2,0.78,0.02
6200,16,80,4,0.16,0.8,0.04
6300,8,89,3,0.08,0.89,0.03
6400,14,83,3,0.14,0.83,0.03
6500,15,79,6,0.15,0.79,0.06
6600,19,78,3,0.19,0.78,0.03
6700,22,75,3,0.22,0.75,0.03
6800,13,82,5,0.13,0.82,0.05
6900,10,86,4,0.1,0.86,0.04
7000,8,85,7,0.08,0.85,0.07
7100,14,83,3,0.14,0.83,0.03
