Episode,DQN_win,DQN_lose,Draw,DQN_win_rate,DQN_lose_rate,Draw_rate
999,15,78,7,0.15,0.78,0.07
1999,21,76,3,0.21,0.76,0.03
2999,25,73,2,0.25,0.73,0.02
